"Título de trazado: LDCapSwampHoboTRH"
"N.º","Fecha Tiempo, GMT-05:00","Temp, °C (LGR S/N: 20744890, SEN S/N: 20744890, LBL: TempC)","HR, % (LGR S/N: 20744890, SEN S/N: 20744890, LBL: %)","Acoplador separado (LGR S/N: 20744890)","Acoplador adjunto (LGR S/N: 20744890)","Host conectado (LGR S/N: 20744890)","Final de archivo (LGR S/N: 20744890)"
437,01/22/25 04:30:00 p.m.,12.340,61.909,,,,
438,01/22/25 05:00:00 p.m.,8.494,70.159,,,,
439,01/22/25 05:30:00 p.m.,6.965,76.625,,,,
440,01/22/25 06:00:00 p.m.,5.334,80.649,,,,
441,01/22/25 06:30:00 p.m.,4.298,84.376,,,,
442,01/22/25 07:00:00 p.m.,3.195,84.296,,,,
443,01/22/25 07:30:00 p.m.,0.770,84.232,,,,
444,01/22/25 08:00:00 p.m.,-0.817,86.562,,,,
445,01/22/25 08:30:00 p.m.,-1.470,89.289,,,,
446,01/22/25 09:00:00 p.m.,-1.128,91.543,,,,
447,01/22/25 09:30:00 p.m.,-0.930,93.108,,,,
448,01/22/25 10:00:00 p.m.,-0.507,94.240,,,,
449,01/22/25 10:30:00 p.m.,-0.676,94.798,,,,
450,01/22/25 11:00:00 p.m.,-1.185,95.162,,,,
451,01/22/25 11:30:00 p.m.,-1.929,95.435,,,,
452,01/23/25 12:00:00 a.m.,-2.450,95.909,,,,
453,01/23/25 12:30:00 a.m.,1.017,96.398,,,,
454,01/23/25 01:00:00 a.m.,1.289,96.329,,,,
455,01/23/25 01:30:00 a.m.,-0.873,96.111,,,,
456,01/23/25 02:00:00 a.m.,-1.128,96.374,,,,
457,01/23/25 02:30:00 a.m.,-1.814,96.467,,,,
458,01/23/25 03:00:00 a.m.,-1.958,96.711,,,,
459,01/23/25 03:30:00 a.m.,-2.508,96.745,,,,
460,01/23/25 04:00:00 a.m.,-2.450,97.044,,,,
461,01/23/25 04:30:00 a.m.,-1.699,97.447,,,,
462,01/23/25 05:00:00 a.m.,-1.213,97.443,,,,
463,01/23/25 05:30:00 a.m.,-1.727,97.486,,,,
464,01/23/25 06:00:00 a.m.,-0.845,97.500,,,,
465,01/23/25 06:30:00 a.m.,-0.339,95.203,,,,
466,01/23/25 07:00:00 a.m.,0.384,90.684,,,,
467,01/23/25 07:30:00 a.m.,3.775,60.216,,,,
468,01/23/25 08:00:00 a.m.,5.898,44.520,,,,
469,01/23/25 08:30:00 a.m.,7.268,40.945,,,,
470,01/23/25 09:00:00 a.m.,11.492,37.882,,,,
471,01/23/25 09:30:00 a.m.,14.218,37.752,,,,
472,01/23/25 10:00:00 a.m.,15.915,41.166,,,,
473,01/23/25 10:30:00 a.m.,15.772,43.311,,,,
474,01/23/25 11:00:00 a.m.,17.439,37.633,,,,
475,01/23/25 11:30:00 a.m.,17.653,42.895,,,,
476,01/23/25 12:00:00 p.m.,18.771,39.811,,,,
477,01/23/25 12:30:00 p.m.,18.652,37.498,,,,
478,01/23/25 01:00:00 p.m.,17.510,43.770,,,,
479,01/23/25 01:30:00 p.m.,17.582,41.225,,,,
480,01/23/25 02:00:00 p.m.,16.415,41.893,,,,
481,01/23/25 02:30:00 p.m.,17.177,41.851,,,,
482,01/23/25 03:00:00 p.m.,16.153,45.536,,,,
483,01/23/25 03:30:00 p.m.,15.342,46.315,,,,
484,01/23/25 04:00:00 p.m.,12.678,51.775,,,,
485,01/23/25 04:30:00 p.m.,11.710,53.852,,,,
486,01/23/25 05:00:00 p.m.,6.965,67.306,,,,
487,01/23/25 05:30:00 p.m.,5.719,71.680,,,,
488,01/23/25 06:00:00 p.m.,4.844,74.765,,,,
489,01/23/25 06:30:00 p.m.,4.011,79.025,,,,
490,01/23/25 07:00:00 p.m.,2.823,82.989,,,,
491,01/23/25 07:30:00 p.m.,2.503,82.810,,,,
492,01/23/25 08:00:00 p.m.,2.770,79.729,,,,
493,01/23/25 08:30:00 p.m.,3.538,71.000,,,,
494,01/23/25 09:00:00 p.m.,5.231,57.585,,,,
495,01/23/25 09:30:00 p.m.,5.360,56.377,,,,
496,01/23/25 10:00:00 p.m.,5.872,55.279,,,,
497,01/23/25 10:30:00 p.m.,5.898,67.502,,,,
498,01/23/25 11:00:00 p.m.,5.488,68.939,,,,
499,01/23/25 11:30:00 p.m.,4.973,72.496,,,,
500,01/24/25 12:00:00 a.m.,5.282,72.090,,,,
501,01/24/25 12:30:00 a.m.,5.102,71.199,,,,
502,01/24/25 01:00:00 a.m.,4.610,72.724,,,,
503,01/24/25 01:30:00 a.m.,4.973,74.029,,,,
504,01/24/25 02:00:00 a.m.,4.480,76.961,,,,
505,01/24/25 02:30:00 a.m.,5.102,74.192,,,,
506,01/24/25 03:00:00 a.m.,5.821,75.214,,,,
507,01/24/25 03:30:00 a.m.,5.949,80.175,,,,
508,01/24/25 04:00:00 a.m.,5.282,83.983,,,,
509,01/24/25 04:30:00 a.m.,5.872,81.328,,,,
510,01/24/25 05:00:00 a.m.,6.026,79.685,,,,
511,01/24/25 05:30:00 a.m.,6.000,79.652,,,,
512,01/24/25 06:00:00 a.m.,5.949,80.974,,,,
513,01/24/25 06:30:00 a.m.,5.872,82.254,,,,
514,01/24/25 07:00:00 a.m.,5.796,86.344,,,,
515,01/24/25 07:30:00 a.m.,6.560,86.399,,,,
516,01/24/25 08:00:00 a.m.,7.519,81.007,,,,
517,01/24/25 08:30:00 a.m.,8.469,79.282,,,,
518,01/24/25 09:00:00 a.m.,8.767,78.669,,,,
519,01/24/25 09:30:00 a.m.,8.494,78.528,,,,
520,01/24/25 10:00:00 a.m.,10.051,75.820,,,,
521,01/24/25 10:30:00 a.m.,8.045,84.686,,,,
522,01/24/25 11:00:00 a.m.,9.287,84.369,,,,
523,01/24/25 11:30:00 a.m.,12.558,71.821,,,,
524,01/24/25 12:00:00 p.m.,14.314,65.764,,,,
525,01/24/25 12:30:00 p.m.,14.122,61.053,,,,
526,01/24/25 01:00:00 p.m.,16.249,55.157,,,,
527,01/24/25 01:30:00 p.m.,15.079,68.200,,,,
528,01/24/25 02:00:00 p.m.,13.738,66.215,,,,
529,01/24/25 02:30:00 p.m.,13.594,64.411,,,,
530,01/24/25 03:00:00 p.m.,13.522,62.018,,,,
531,01/24/25 03:30:00 p.m.,12.823,64.131,,,,
532,01/24/25 04:00:00 p.m.,12.968,61.277,,,,
533,01/24/25 04:30:00 p.m.,12.243,59.946,,,,
534,01/24/25 05:00:00 p.m.,8.469,68.604,,,,
535,01/24/25 05:30:00 p.m.,7.419,74.587,,,,
536,01/24/25 06:00:00 p.m.,6.153,78.048,,,,
537,01/24/25 06:30:00 p.m.,5.076,81.597,,,,
538,01/24/25 07:00:00 p.m.,5.949,82.404,,,,
539,01/24/25 07:30:00 p.m.,5.745,82.594,,,,
540,01/24/25 08:00:00 p.m.,6.382,83.874,,,,
541,01/24/25 08:30:00 p.m.,6.636,82.774,,,,
542,01/24/25 09:00:00 p.m.,6.230,83.970,,,,
543,01/24/25 09:30:00 p.m.,6.102,86.262,,,,
544,01/24/25 10:00:00 p.m.,6.051,86.794,,,,
545,01/24/25 10:30:00 p.m.,6.077,87.188,,,,
546,01/24/25 11:00:00 p.m.,6.357,86.791,,,,
547,01/24/25 11:30:00 p.m.,6.102,88.892,,,,
548,01/25/25 12:00:00 a.m.,5.898,91.032,,,,
549,01/25/25 12:30:00 a.m.,5.719,93.102,,,,
550,01/25/25 01:00:00 a.m.,5.514,93.747,,,,
551,01/25/25 01:30:00 a.m.,5.385,94.236,,,,
552,01/25/25 02:00:00 a.m.,5.282,94.730,,,,
553,01/25/25 02:30:00 a.m.,5.231,95.508,,,,
554,01/25/25 03:00:00 a.m.,4.818,95.986,,,,
555,01/25/25 03:30:00 a.m.,3.564,96.230,,,,
556,01/25/25 04:00:00 a.m.,3.459,96.688,,,,
557,01/25/25 04:30:00 a.m.,3.406,97.062,,,,
558,01/25/25 05:00:00 a.m.,3.775,97.602,,,,
559,01/25/25 05:30:00 a.m.,4.063,97.974,,,,
560,01/25/25 06:00:00 a.m.,4.246,98.170,,,,
561,01/25/25 06:30:00 a.m.,4.089,98.368,,,,
562,01/25/25 07:00:00 a.m.,4.636,98.571,,,,
563,01/25/25 07:30:00 a.m.,5.076,98.695,,,,
564,01/25/25 08:00:00 a.m.,5.642,98.879,,,,
565,01/25/25 08:30:00 a.m.,5.796,98.995,,,,
566,01/25/25 09:00:00 a.m.,6.458,99.182,,,,
567,01/25/25 09:30:00 a.m.,6.737,99.212,,,,
568,01/25/25 10:00:00 a.m.,6.712,99.351,,,,
569,01/25/25 10:30:00 a.m.,7.845,99.574,,,,
570,01/25/25 11:00:00 a.m.,7.469,99.468,,,,
571,01/25/25 11:30:00 a.m.,7.945,99.406,,,,
572,01/25/25 12:00:00 p.m.,7.670,99.378,,,,
573,01/25/25 12:30:00 p.m.,7.167,99.040,,,,
574,01/25/25 01:00:00 p.m.,8.195,99.256,,,,
575,01/25/25 01:30:00 p.m.,9.015,99.265,,,,
576,01/25/25 02:00:00 p.m.,8.020,98.789,,,,
577,01/25/25 02:30:00 p.m.,8.593,98.678,,,,
578,01/25/25 03:00:00 p.m.,9.534,98.817,,,,
579,01/25/25 03:30:00 p.m.,9.238,97.817,,,,
580,01/25/25 04:00:00 p.m.,8.965,96.896,,,,
581,01/25/25 04:30:00 p.m.,9.064,96.349,,,,
582,01/25/25 05:00:00 p.m.,7.444,96.208,,,,
583,01/25/25 05:30:00 p.m.,7.167,96.975,,,,
584,01/25/25 06:00:00 p.m.,6.484,97.231,,,,
585,01/25/25 06:30:00 p.m.,5.847,97.546,,,,
586,01/25/25 07:00:00 p.m.,5.282,97.755,,,,
587,01/25/25 07:30:00 p.m.,4.662,97.874,,,,
588,01/25/25 08:00:00 p.m.,4.532,98.202,,,,
589,01/25/25 08:30:00 p.m.,4.766,98.559,,,,
590,01/25/25 09:00:00 p.m.,4.272,98.541,,,,
591,01/25/25 09:30:00 p.m.,4.895,98.886,,,,
592,01/25/25 10:00:00 p.m.,4.818,99.034,,,,
593,01/25/25 10:30:00 p.m.,4.973,99.174,,,,
594,01/25/25 11:00:00 p.m.,4.921,99.184,,,,
595,01/25/25 11:30:00 p.m.,4.844,99.089,,,,
596,01/26/25 12:00:00 a.m.,4.740,99.229,,,,
597,01/26/25 12:30:00 a.m.,4.688,99.262,,,,
598,01/26/25 01:00:00 a.m.,4.454,99.051,,,,
599,01/26/25 01:30:00 a.m.,4.350,98.829,,,,
600,01/26/25 02:00:00 a.m.,5.024,98.389,,,,
601,01/26/25 02:30:00 a.m.,4.818,98.380,,,,
602,01/26/25 03:00:00 a.m.,4.947,98.659,,,,
603,01/26/25 03:30:00 a.m.,4.869,98.903,,,,
604,01/26/25 04:00:00 a.m.,4.844,99.138,,,,
605,01/26/25 04:30:00 a.m.,5.024,99.358,,,,
606,01/26/25 05:00:00 a.m.,5.024,99.503,,,,
607,01/26/25 05:30:00 a.m.,4.818,99.589,,,,
608,01/26/25 06:00:00 a.m.,4.844,99.717,,,,
609,01/26/25 06:30:00 a.m.,4.766,99.815,,,,
610,01/26/25 07:00:00 a.m.,4.792,99.822,,,,
611,01/26/25 07:30:00 a.m.,5.231,99.948,,,,
612,01/26/25 08:00:00 a.m.,5.847,100.000,,,,
613,01/26/25 08:30:00 a.m.,6.458,100.000,,,,
614,01/26/25 09:00:00 a.m.,6.509,100.000,,,,
615,01/26/25 09:30:00 a.m.,7.393,100.000,,,,
616,01/26/25 10:00:00 a.m.,7.820,100.000,,,,
617,01/26/25 10:30:00 a.m.,8.841,100.000,,,,
618,01/26/25 11:00:00 a.m.,9.903,100.000,,,,
619,01/26/25 11:30:00 a.m.,10.296,99.624,,,,
620,01/26/25 12:00:00 p.m.,10.736,98.978,,,,
621,01/26/25 12:30:00 p.m.,11.589,97.360,,,,
622,01/26/25 01:00:00 p.m.,10.198,96.153,,,,
623,01/26/25 01:30:00 p.m.,12.654,99.059,,,,
624,01/26/25 02:00:00 p.m.,11.151,97.618,,,,
625,01/26/25 02:30:00 p.m.,11.443,96.892,,,,
626,01/26/25 03:00:00 p.m.,11.127,95.086,,,,
627,01/26/25 03:30:00 p.m.,10.883,94.411,,,,
628,01/26/25 04:00:00 p.m.,10.541,92.429,,,,
629,01/26/25 04:30:00 p.m.,9.706,92.573,,,,
630,01/26/25 05:00:00 p.m.,8.295,94.284,,,,
631,01/26/25 05:30:00 p.m.,7.970,94.902,,,,
632,01/26/25 06:00:00 p.m.,6.864,95.901,,,,
633,01/26/25 06:30:00 p.m.,5.385,96.092,,,,
634,01/26/25 07:00:00 p.m.,4.272,96.327,,,,
635,01/26/25 07:30:00 p.m.,3.617,96.829,,,,
636,01/26/25 08:00:00 p.m.,3.775,97.650,,,,
637,01/26/25 08:30:00 p.m.,3.089,98.038,,,,
638,01/26/25 09:00:00 p.m.,4.063,98.216,,,,
639,01/26/25 09:30:00 p.m.,4.610,98.030,,,,
640,01/26/25 10:00:00 p.m.,4.298,98.039,,,,
641,01/26/25 10:30:00 p.m.,5.179,98.335,,,,
642,01/26/25 11:00:00 p.m.,5.154,98.304,,,,
643,01/26/25 11:30:00 p.m.,5.231,98.204,,,,
644,01/27/25 12:00:00 a.m.,5.334,97.843,,,,
645,01/27/25 12:30:00 a.m.,5.128,97.297,,,,
646,01/27/25 01:00:00 a.m.,5.282,97.487,,,,
647,01/27/25 01:30:00 a.m.,5.334,98.087,,,,
648,01/27/25 02:00:00 a.m.,5.205,98.489,,,,
649,01/27/25 02:30:00 a.m.,5.076,98.646,,,,
650,01/27/25 03:00:00 a.m.,4.921,98.651,,,,
651,01/27/25 03:30:00 a.m.,3.854,98.447,,,,
652,01/27/25 04:00:00 a.m.,3.932,98.710,,,,
653,01/27/25 04:30:00 a.m.,4.011,98.732,,,,
654,01/27/25 05:00:00 a.m.,3.958,98.525,,,,
655,01/27/25 05:30:00 a.m.,4.402,98.650,,,,
656,01/27/25 06:00:00 a.m.,4.272,98.758,,,,
657,01/27/25 06:30:00 a.m.,4.194,98.857,,,,
658,01/27/25 07:00:00 a.m.,4.792,98.421,,,,
659,01/27/25 07:30:00 a.m.,4.714,98.108,,,,
660,01/27/25 08:00:00 a.m.,5.128,98.102,,,,
661,01/27/25 08:30:00 a.m.,8.070,97.074,,,,
662,01/27/25 09:00:00 a.m.,8.020,92.493,,,,
663,01/27/25 09:30:00 a.m.,8.020,96.165,,,,
664,01/27/25 10:00:00 a.m.,9.829,97.606,,,,
665,01/27/25 10:30:00 a.m.,13.016,95.893,,,,
666,01/27/25 11:00:00 a.m.,12.171,93.621,,,,
667,01/27/25 11:30:00 a.m.,12.098,88.133,,,,
668,01/27/25 12:00:00 p.m.,12.678,81.486,,,,
669,01/27/25 12:30:00 p.m.,15.366,76.138,,,,
670,01/27/25 01:00:00 p.m.,13.233,76.091,,,,
671,01/27/25 01:30:00 p.m.,13.040,79.513,,,,
672,01/27/25 02:00:00 p.m.,16.630,75.691,,,,
673,01/27/25 02:30:00 p.m.,17.225,70.424,,,,
674,01/27/25 03:00:00 p.m.,17.034,60.843,,,,
675,01/27/25 03:30:00 p.m.,17.463,58.168,,,,
676,01/27/25 04:00:00 p.m.,15.079,59.928,,,,
677,01/27/25 04:30:00 p.m.,13.930,62.972,,,,
678,01/27/25 05:00:00 p.m.,9.386,74.577,,,,
679,01/27/25 05:30:00 p.m.,7.469,82.541,,,,
680,01/27/25 06:00:00 p.m.,6.611,84.243,,,,
681,01/27/25 06:30:00 p.m.,4.921,87.034,,,,
682,01/27/25 07:00:00 p.m.,3.354,88.764,,,,
683,01/27/25 07:30:00 p.m.,2.343,91.119,,,,
684,01/27/25 08:00:00 p.m.,1.805,92.935,,,,
685,01/27/25 08:30:00 p.m.,1.588,94.177,,,,
686,01/27/25 09:00:00 p.m.,1.588,95.006,,,,
687,01/27/25 09:30:00 p.m.,1.262,95.596,,,,
688,01/27/25 10:00:00 p.m.,0.384,95.933,,,,
689,01/27/25 10:30:00 p.m.,1.208,96.643,,,,
690,01/27/25 11:00:00 p.m.,2.610,97.228,,,,
691,01/27/25 11:30:00 p.m.,2.289,97.331,,,,
692,01/28/25 12:00:00 a.m.,3.617,97.921,,,,
693,01/28/25 12:30:00 a.m.,4.037,97.869,,,,
694,01/28/25 01:00:00 a.m.,3.932,97.791,,,,
695,01/28/25 01:30:00 a.m.,3.985,97.612,,,,
696,01/28/25 02:00:00 a.m.,4.662,96.826,,,,
697,01/28/25 02:30:00 a.m.,4.454,95.936,,,,
698,01/28/25 03:00:00 a.m.,4.376,95.718,,,,
699,01/28/25 03:30:00 a.m.,4.921,96.064,,,,
700,01/28/25 04:00:00 a.m.,5.179,96.552,,,,
701,01/28/25 04:30:00 a.m.,5.179,97.116,,,,
702,01/28/25 05:00:00 a.m.,5.205,97.661,,,,
703,01/28/25 05:30:00 a.m.,4.999,97.969,,,,
704,01/28/25 06:00:00 a.m.,4.999,98.236,,,,
705,01/28/25 06:30:00 a.m.,5.282,98.413,,,,
706,01/28/25 07:00:00 a.m.,4.662,98.433,,,,
707,01/28/25 07:30:00 a.m.,5.539,98.874,,,,
708,01/28/25 08:00:00 a.m.,6.763,99.219,,,,
709,01/28/25 08:30:00 a.m.,7.268,99.118,,,,
710,01/28/25 09:00:00 a.m.,7.995,99.028,,,,
711,01/28/25 09:30:00 a.m.,8.643,98.914,,,,
712,01/28/25 10:00:00 a.m.,9.089,98.693,,,,
713,01/28/25 10:30:00 a.m.,9.336,98.465,,,,
714,01/28/25 11:00:00 a.m.,9.558,97.930,,,,
715,01/28/25 11:30:00 a.m.,9.805,97.450,,,,
716,01/28/25 12:00:00 p.m.,10.247,97.846,,,,
717,01/28/25 12:30:00 p.m.,11.248,97.795,,,,
718,01/28/25 01:00:00 p.m.,12.098,97.599,,,,
719,01/28/25 01:30:00 p.m.,11.297,94.978,,,,
720,01/28/25 02:00:00 p.m.,10.712,96.266,,,,
721,01/28/25 02:30:00 p.m.,10.980,96.515,,,,
722,01/28/25 03:00:00 p.m.,10.858,95.116,,,,
723,01/28/25 03:30:00 p.m.,11.078,96.516,,,,
724,01/28/25 04:00:00 p.m.,10.443,96.093,,,,
725,01/28/25 04:30:00 p.m.,9.682,95.913,,,,
726,01/28/25 05:00:00 p.m.,8.344,95.829,,,,
727,01/28/25 05:30:00 p.m.,8.095,96.684,,,,
728,01/28/25 06:00:00 p.m.,7.041,96.743,,,,
729,01/28/25 06:30:00 p.m.,6.357,97.270,,,,
730,01/28/25 07:00:00 p.m.,6.026,97.987,,,,
731,01/28/25 07:30:00 p.m.,6.000,98.493,,,,
732,01/28/25 08:00:00 p.m.,5.975,98.802,,,,
733,01/28/25 08:30:00 p.m.,6.000,99.126,,,,
734,01/28/25 09:00:00 p.m.,5.745,99.320,,,,
735,01/28/25 09:30:00 p.m.,5.745,99.466,,,,
736,01/28/25 10:00:00 p.m.,5.770,99.619,,,,
737,01/28/25 10:30:00 p.m.,5.847,99.761,,,,
738,01/28/25 11:00:00 p.m.,5.898,99.897,,,,
739,01/28/25 11:30:00 p.m.,5.796,99.965,,,,
740,01/29/25 12:00:00 a.m.,5.693,100.000,,,,
741,01/29/25 12:30:00 a.m.,5.719,100.000,,,,
742,01/29/25 01:00:00 a.m.,5.796,100.000,,,,
743,01/29/25 01:30:00 a.m.,5.591,100.000,,,,
744,01/29/25 02:00:00 a.m.,5.642,100.000,,,,
745,01/29/25 02:30:00 a.m.,5.334,100.000,,,,
746,01/29/25 03:00:00 a.m.,5.231,100.000,,,,
747,01/29/25 03:30:00 a.m.,5.231,100.000,,,,
748,01/29/25 04:00:00 a.m.,5.334,100.000,,,,
749,01/29/25 04:30:00 a.m.,5.437,100.000,,,,
750,01/29/25 05:00:00 a.m.,5.308,100.000,,,,
751,01/29/25 05:30:00 a.m.,4.999,100.000,,,,
752,01/29/25 06:00:00 a.m.,5.179,100.000,,,,
753,01/29/25 06:30:00 a.m.,4.480,100.000,,,,
754,01/29/25 07:00:00 a.m.,4.454,100.000,,,,
755,01/29/25 07:30:00 a.m.,5.102,100.000,,,,
756,01/29/25 08:00:00 a.m.,5.437,100.000,,,,
757,01/29/25 08:30:00 a.m.,5.488,100.000,,,,
758,01/29/25 09:00:00 a.m.,5.591,100.000,,,,
759,01/29/25 09:30:00 a.m.,7.569,100.000,,,,
760,01/29/25 10:00:00 a.m.,7.720,100.000,,,,
761,01/29/25 10:30:00 a.m.,7.695,100.000,,,,
762,01/29/25 11:00:00 a.m.,7.242,100.000,,,,
763,01/29/25 11:30:00 a.m.,7.594,100.000,,,,
764,01/29/25 12:00:00 p.m.,8.494,100.000,,,,
765,01/29/25 12:30:00 p.m.,7.419,100.000,,,,
766,01/29/25 01:00:00 p.m.,9.040,100.000,,,,
767,01/29/25 01:30:00 p.m.,7.995,100.000,,,,
768,01/29/25 02:00:00 p.m.,8.469,100.000,,,,
769,01/29/25 02:30:00 p.m.,8.270,100.000,,,,
770,01/29/25 03:00:00 p.m.,8.020,100.000,,,,
771,01/29/25 03:30:00 p.m.,7.116,99.368,,,,
772,01/29/25 04:00:00 p.m.,7.469,99.761,,,,
773,01/29/25 04:30:00 p.m.,7.619,99.876,,,,
774,01/29/25 05:00:00 p.m.,7.444,100.000,,,,
775,01/29/25 05:30:00 p.m.,7.015,99.949,,,,
776,01/29/25 06:00:00 p.m.,5.898,99.800,,,,
777,01/29/25 06:30:00 p.m.,4.973,99.730,,,,
778,01/29/25 07:00:00 p.m.,4.792,99.967,,,,
779,01/29/25 07:30:00 p.m.,5.076,100.000,,,,
780,01/29/25 08:00:00 p.m.,4.662,100.000,,,,
781,01/29/25 08:30:00 p.m.,4.766,100.000,,,,
782,01/29/25 09:00:00 p.m.,4.350,99.984,,,,
783,01/29/25 09:30:00 p.m.,4.558,99.731,,,,
784,01/29/25 10:00:00 p.m.,4.766,99.622,,,,
785,01/29/25 10:30:00 p.m.,4.714,99.125,,,,
786,01/29/25 11:00:00 p.m.,5.050,98.445,,,,
787,01/29/25 11:30:00 p.m.,4.558,97.870,,,,
788,01/30/25 12:00:00 a.m.,5.179,97.629,,,,
789,01/30/25 12:30:00 a.m.,5.128,97.980,,,,
790,01/30/25 01:00:00 a.m.,5.128,97.639,,,,
791,01/30/25 01:30:00 a.m.,5.385,97.589,,,,
792,01/30/25 02:00:00 a.m.,5.591,97.034,,,,
793,01/30/25 02:30:00 a.m.,5.385,97.613,,,,
794,01/30/25 03:00:00 a.m.,5.488,97.935,,,,
795,01/30/25 03:30:00 a.m.,5.514,98.186,,,,
796,01/30/25 04:00:00 a.m.,5.565,98.614,,,,
797,01/30/25 04:30:00 a.m.,5.411,98.571,,,,
798,01/30/25 05:00:00 a.m.,5.745,98.689,,,,
799,01/30/25 05:30:00 a.m.,5.668,99.008,,,,
800,01/30/25 06:00:00 a.m.,5.591,99.374,,,,
801,01/30/25 06:30:00 a.m.,5.231,99.610,,,,
802,01/30/25 07:00:00 a.m.,5.179,99.644,,,,
803,01/30/25 07:30:00 a.m.,5.616,99.575,,,,
804,01/30/25 08:00:00 a.m.,5.642,99.727,,,,
805,01/30/25 08:30:00 a.m.,6.382,100.000,,,,
806,01/30/25 09:00:00 a.m.,6.864,99.930,,,,
807,01/30/25 09:30:00 a.m.,7.142,98.126,,,,
808,01/30/25 10:00:00 a.m.,7.619,98.530,,,,
809,01/30/25 10:30:00 a.m.,8.866,99.371,,,,
810,01/30/25 11:00:00 a.m.,10.051,99.753,,,,
811,01/30/25 11:30:00 a.m.,9.312,98.508,,,,
812,01/30/25 12:00:00 p.m.,8.866,98.903,,,,
813,01/30/25 12:30:00 p.m.,10.492,99.679,,,,
814,01/30/25 01:00:00 p.m.,10.467,98.530,,,,
815,01/30/25 01:30:00 p.m.,10.320,98.887,,,,
816,01/30/25 02:00:00 p.m.,10.443,97.224,,,,
817,01/30/25 02:30:00 p.m.,8.270,97.228,,,,
818,01/30/25 03:00:00 p.m.,10.443,99.640,,,,
819,01/30/25 03:30:00 p.m.,9.558,98.824,,,,
820,01/30/25 04:00:00 p.m.,8.693,97.940,,,,
821,01/30/25 04:30:00 p.m.,8.643,97.132,,,,
822,01/30/25 05:00:00 p.m.,6.889,97.195,,,,
823,01/30/25 05:30:00 p.m.,6.509,97.238,,,,
824,01/30/25 06:00:00 p.m.,6.000,97.343,,,,
825,01/30/25 06:30:00 p.m.,5.102,97.851,,,,
826,01/30/25 07:00:00 p.m.,4.895,98.329,,,,
827,01/30/25 07:30:00 p.m.,4.376,98.546,,,,
828,01/30/25 08:00:00 p.m.,4.428,98.415,,,,
829,01/30/25 08:30:00 p.m.,5.668,95.181,,,,
830,01/30/25 09:00:00 p.m.,5.565,93.511,,,,
831,01/30/25 09:30:00 p.m.,6.000,90.881,,,,
832,01/30/25 10:00:00 p.m.,6.102,91.439,,,,
833,01/30/25 10:30:00 p.m.,6.077,90.824,,,,
834,01/30/25 11:00:00 p.m.,6.000,92.069,,,,
835,01/30/25 11:30:00 p.m.,6.331,91.016,,,,
836,01/31/25 12:00:00 a.m.,6.102,91.439,,,,
837,01/31/25 12:30:00 a.m.,6.102,91.970,,,,
838,01/31/25 01:00:00 a.m.,6.102,93.177,,,,
839,01/31/25 01:30:00 a.m.,6.000,94.375,,,,
840,01/31/25 02:00:00 a.m.,6.357,92.767,,,,
841,01/31/25 02:30:00 a.m.,6.331,93.162,,,,
842,01/31/25 03:00:00 a.m.,6.357,91.656,,,,
843,01/31/25 03:30:00 a.m.,6.306,92.829,,,,
844,01/31/25 04:00:00 a.m.,6.000,93.301,,,,
845,01/31/25 04:30:00 a.m.,5.745,95.499,,,,
846,01/31/25 05:00:00 a.m.,5.770,96.641,,,,
847,01/31/25 05:30:00 a.m.,5.745,97.174,,,,
848,01/31/25 06:00:00 a.m.,5.821,97.563,,,,
849,01/31/25 06:30:00 a.m.,5.514,97.893,,,,
850,01/31/25 07:00:00 a.m.,5.745,98.397,,,,
851,01/31/25 07:30:00 a.m.,5.872,98.676,,,,
852,01/31/25 08:00:00 a.m.,6.382,98.868,,,,
853,01/31/25 08:30:00 a.m.,6.813,98.892,,,,
854,01/31/25 09:00:00 a.m.,7.820,98.930,,,,
855,01/31/25 09:30:00 a.m.,8.643,98.742,,,,
856,01/31/25 10:00:00 a.m.,9.928,98.579,,,,
857,01/31/25 10:30:00 a.m.,10.687,96.864,,,,
858,01/31/25 11:00:00 a.m.,10.541,95.740,,,,
859,01/31/25 11:30:00 a.m.,11.516,92.937,,,,
860,01/31/25 12:00:00 p.m.,12.509,92.884,,,,
861,01/31/25 12:30:00 p.m.,13.305,89.008,,,,
862,01/31/25 01:00:00 p.m.,12.509,84.773,,,,
863,01/31/25 01:30:00 p.m.,15.366,78.685,,,,
864,01/31/25 02:00:00 p.m.,16.153,73.036,,,,
865,01/31/25 02:30:00 p.m.,17.605,65.817,,,,
866,01/31/25 03:00:00 p.m.,16.558,68.092,,,,
867,01/31/25 03:30:00 p.m.,14.936,68.057,,,,
868,01/31/25 04:00:00 p.m.,13.834,73.233,,,,
869,01/31/25 04:30:00 p.m.,13.546,72.383,,,,
870,01/31/25 05:00:00 p.m.,8.568,83.618,,,,
871,01/31/25 05:30:00 p.m.,7.419,86.971,,,,
872,01/31/25 06:00:00 p.m.,6.535,89.206,,,,
873,01/31/25 06:30:00 p.m.,6.281,89.654,,,,
874,01/31/25 07:00:00 p.m.,6.153,91.806,,,,
875,01/31/25 07:30:00 p.m.,4.999,91.809,,,,
876,01/31/25 08:00:00 p.m.,4.298,93.623,,,,
877,01/31/25 08:30:00 p.m.,4.246,94.105,,,,
878,01/31/25 09:00:00 p.m.,3.168,93.915,,,,
879,01/31/25 09:30:00 p.m.,3.459,95.076,,,,
880,01/31/25 10:00:00 p.m.,4.350,96.128,,,,
