"Título de trazado: 20759041"
"N.º","Fecha Tiempo, GMT-05:00","Temp, °C (LGR S/N: 20759041, SEN S/N: 20759041, LBL: TempC)","Event, units (LGR S/N: 20759041, SEN S/N: 20759041, LBL: 0.2mm)","Acoplador adjunto (LGR S/N: 20759041)","Host conectado (LGR S/N: 20759041)","Acoplador separado (LGR S/N: 20759041)","Final de archivo (LGR S/N: 20759041)"
484,01/19/25 05:00:00 p.m.,10.455,,,,,
485,01/19/25 05:30:00 p.m.,9.275,,,,,
486,01/19/25 06:00:00 p.m.,8.182,,,,,
487,01/19/25 06:30:00 p.m.,5.552,,,,,
488,01/19/25 07:00:00 p.m.,4.102,,,,,
489,01/19/25 07:30:00 p.m.,2.195,,,,,
490,01/19/25 08:00:00 p.m.,2.624,,,,,
491,01/19/25 08:30:00 p.m.,2.624,,,,,
492,01/19/25 09:00:00 p.m.,2.624,,,,,
493,01/19/25 09:30:00 p.m.,1.656,,,,,
494,01/19/25 10:00:00 p.m.,0.784,,,,,
495,01/19/25 10:30:00 p.m.,0.121,,,,,
496,01/19/25 11:00:00 p.m.,1.764,,,,,
497,01/19/25 11:30:00 p.m.,1.656,,,,,
498,01/20/25 12:00:00 a.m.,-0.325,,,,,
499,01/20/25 12:30:00 a.m.,-1.799,,,,,
500,01/20/25 01:00:00 a.m.,-2.145,,,,,
501,01/20/25 01:30:00 a.m.,-2.494,,,,,
502,01/20/25 02:00:00 a.m.,-2.261,,,,,
503,01/20/25 02:30:00 a.m.,-2.145,,,,,
504,01/20/25 03:00:00 a.m.,-2.261,,,,,
505,01/20/25 03:30:00 a.m.,-1.456,,,,,
506,01/20/25 04:00:00 a.m.,-0.662,,,,,
507,01/20/25 04:30:00 a.m.,-0.325,,,,,
508,01/20/25 05:00:00 a.m.,0.010,,,,,
509,01/20/25 05:30:00 a.m.,-1.228,,,,,
510,01/20/25 06:00:00 a.m.,-1.228,,,,,
511,01/20/25 06:30:00 a.m.,-1.684,,,,,
512,01/20/25 07:00:00 a.m.,-0.774,,,,,
513,01/20/25 07:30:00 a.m.,0.343,,,,,
514,01/20/25 08:00:00 a.m.,4.831,,,,,
515,01/20/25 08:30:00 a.m.,10.455,,,,,
516,01/20/25 09:00:00 a.m.,17.570,,,,,
517,01/20/25 09:30:00 a.m.,22.812,,,,,
518,01/20/25 10:00:00 a.m.,24.545,,,,,
519,01/20/25 10:30:00 a.m.,28.357,,,,,
520,01/20/25 11:00:00 a.m.,31.880,,,,,
521,01/20/25 11:30:00 a.m.,24.545,,,,,
522,01/20/25 12:00:00 p.m.,19.853,,,,,
523,01/20/25 12:30:00 p.m.,14.421,,,,,
524,01/20/25 01:00:00 p.m.,17.665,,,,,
525,01/20/25 01:30:00 p.m.,23.292,,,,,
526,01/20/25 02:00:00 p.m.,25.610,,,,,
527,01/20/25 02:30:00 p.m.,27.370,,,,,
528,01/20/25 03:00:00 p.m.,25.319,,,,,
529,01/20/25 03:30:00 p.m.,24.641,,,,,
530,01/20/25 04:00:00 p.m.,20.519,,,,,
531,01/20/25 04:30:00 p.m.,14.613,,,,,
532,01/20/25 05:00:00 p.m.,10.748,,,,,
533,01/20/25 05:30:00 p.m.,9.571,,,,,
534,01/20/25 06:00:00 p.m.,7.079,,,,,
535,01/20/25 06:30:00 p.m.,4.311,,,,,
536,01/20/25 07:00:00 p.m.,1.872,,,,,
537,01/20/25 07:30:00 p.m.,2.195,,,,,
538,01/20/25 08:00:00 p.m.,2.943,,,,,
539,01/20/25 08:30:00 p.m.,1.980,,,,,
540,01/20/25 09:00:00 p.m.,1.548,,,,,
541,01/20/25 09:30:00 p.m.,1.764,,,,,
542,01/20/25 10:00:00 p.m.,2.624,,,,,
543,01/20/25 10:30:00 p.m.,3.049,,,,,
544,01/20/25 11:00:00 p.m.,3.261,,,,,
545,01/20/25 11:30:00 p.m.,2.837,,,,,
546,01/21/25 12:00:00 a.m.,1.764,,,,,
547,01/21/25 12:30:00 a.m.,-0.102,,,,,
548,01/21/25 01:00:00 a.m.,-0.662,,,,,
549,01/21/25 01:30:00 a.m.,-0.213,,,,,
550,01/21/25 02:00:00 a.m.,0.232,,,,,
551,01/21/25 02:30:00 a.m.,-0.325,,,,,
552,01/21/25 03:00:00 a.m.,-0.437,,,,,
553,01/21/25 03:30:00 a.m.,-1.001,,,,,
554,01/21/25 04:00:00 a.m.,-1.228,,,,,
555,01/21/25 04:30:00 a.m.,-1.114,,,,,
556,01/21/25 05:00:00 a.m.,-1.341,,,,,
557,01/21/25 05:30:00 a.m.,-2.145,,,,,
558,01/21/25 06:00:00 a.m.,-2.727,,,,,
559,01/21/25 06:30:00 a.m.,-2.844,,,,,
560,01/21/25 07:00:00 a.m.,-2.377,,,,,
561,01/21/25 07:30:00 a.m.,-0.437,,,,,
562,01/21/25 08:00:00 a.m.,4.831,,,,,
563,01/21/25 08:30:00 a.m.,10.651,,,,,
564,01/21/25 09:00:00 a.m.,17.760,,,,,
565,01/21/25 09:30:00 a.m.,23.100,,,,,
566,01/21/25 10:00:00 a.m.,25.610,,,,,
567,01/21/25 10:30:00 a.m.,26.488,,,,,
568,01/21/25 11:00:00 a.m.,27.764,,,,,
569,01/21/25 11:30:00 a.m.,28.555,,,,,
570,01/21/25 12:00:00 p.m.,26.585,,,,,
571,01/21/25 12:30:00 p.m.,26.000,,,,,
572,01/21/25 01:00:00 p.m.,24.255,,,,,
573,01/21/25 01:30:00 p.m.,20.901,,,,,
574,01/21/25 02:00:00 p.m.,18.521,,,,,
575,01/21/25 02:30:00 p.m.,28.060,,,,,
576,01/21/25 03:00:00 p.m.,20.138,,,,,
577,01/21/25 03:30:00 p.m.,23.388,,,,,
578,01/21/25 04:00:00 p.m.,18.331,,,,,
579,01/21/25 04:30:00 p.m.,13.173,,,,,
580,01/21/25 05:00:00 p.m.,11.334,,,,,
581,01/21/25 05:30:00 p.m.,9.768,,,,,
582,01/21/25 05:59:20 p.m.,,192.00,,,,
583,01/21/25 06:00:00 p.m.,7.079,,,,,
584,01/21/25 06:30:00 p.m.,5.450,,,,,
585,01/21/25 07:00:00 p.m.,3.049,,,,,
586,01/21/25 07:30:00 p.m.,1.656,,,,,
587,01/21/25 08:00:00 p.m.,1.439,,,,,
588,01/21/25 08:30:00 p.m.,1.764,,,,,
589,01/21/25 09:00:00 p.m.,2.410,,,,,
590,01/21/25 09:30:00 p.m.,1.656,,,,,
591,01/21/25 10:00:00 p.m.,2.195,,,,,
592,01/21/25 10:30:00 p.m.,3.261,,,,,
593,01/21/25 11:00:00 p.m.,3.683,,,,,
594,01/21/25 11:30:00 p.m.,4.311,,,,,
595,01/22/25 12:00:00 a.m.,4.415,,,,,
596,01/22/25 12:30:00 a.m.,3.998,,,,,
597,01/22/25 01:00:00 a.m.,3.788,,,,,
598,01/22/25 01:30:00 a.m.,3.578,,,,,
599,01/22/25 02:00:00 a.m.,3.472,,,,,
600,01/22/25 02:30:00 a.m.,3.472,,,,,
601,01/22/25 03:00:00 a.m.,3.155,,,,,
602,01/22/25 03:30:00 a.m.,3.367,,,,,
603,01/22/25 04:00:00 a.m.,3.472,,,,,
604,01/22/25 04:30:00 a.m.,3.788,,,,,
605,01/22/25 05:00:00 a.m.,3.893,,,,,
606,01/22/25 05:30:00 a.m.,3.893,,,,,
607,01/22/25 05:30:50 a.m.,,193.00,,,,
608,01/22/25 06:00:00 a.m.,3.998,,,,,
609,01/22/25 06:30:00 a.m.,4.102,,,,,
610,01/22/25 07:00:00 a.m.,4.727,,,,,
611,01/22/25 07:30:00 a.m.,6.268,,,,,
612,01/22/25 07:53:54 a.m.,,194.00,,,,
613,01/22/25 08:00:00 a.m.,8.382,,,,,
614,01/22/25 08:30:00 a.m.,13.750,,,,,
615,01/22/25 09:00:00 a.m.,20.710,,,,,
616,01/22/25 09:30:00 a.m.,22.812,,,,,
617,01/22/25 10:00:00 a.m.,20.329,,,,,
618,01/22/25 10:30:00 a.m.,17.950,,,,,
619,01/22/25 11:00:00 a.m.,19.282,,,,,
620,01/22/25 11:30:00 a.m.,23.388,,,,,
621,01/22/25 12:00:00 p.m.,26.683,,,,,
622,01/22/25 12:30:00 p.m.,28.357,,,,,
623,01/22/25 01:00:00 p.m.,22.621,,,,,
624,01/22/25 01:30:00 p.m.,23.773,,,,,
625,01/22/25 02:00:00 p.m.,26.488,,,,,
626,01/22/25 02:30:00 p.m.,27.961,,,,,
627,01/22/25 03:00:00 p.m.,27.567,,,,,
628,01/22/25 03:30:00 p.m.,24.641,,,,,
629,01/22/25 04:00:00 p.m.,21.282,,,,,
630,01/22/25 04:30:00 p.m.,17.189,,,,,
631,01/22/25 05:00:00 p.m.,10.063,,,,,
632,01/22/25 05:30:00 p.m.,7.179,,,,,
633,01/22/25 06:00:00 p.m.,4.934,,,,,
634,01/22/25 06:30:00 p.m.,3.472,,,,,
635,01/22/25 07:00:00 p.m.,1.980,,,,,
636,01/22/25 07:30:00 p.m.,-0.887,,,,,
637,01/22/25 08:00:00 p.m.,-2.261,,,,,
638,01/22/25 08:30:00 p.m.,-2.494,,,,,
639,01/22/25 09:00:00 p.m.,-2.145,,,,,
640,01/22/25 09:30:00 p.m.,-2.145,,,,,
641,01/22/25 10:00:00 p.m.,-1.914,,,,,
642,01/22/25 10:30:00 p.m.,-1.684,,,,,
643,01/22/25 11:00:00 p.m.,-2.145,,,,,
644,01/22/25 11:30:00 p.m.,-2.844,,,,,
645,01/23/25 12:00:00 a.m.,-3.434,,,,,
646,01/23/25 12:30:00 a.m.,-0.887,,,,,
647,01/23/25 01:00:00 a.m.,0.121,,,,,
648,01/23/25 01:30:00 a.m.,-1.114,,,,,
649,01/23/25 02:00:00 a.m.,-2.145,,,,,
650,01/23/25 02:30:00 a.m.,-2.727,,,,,
651,01/23/25 03:00:00 a.m.,-2.844,,,,,
652,01/23/25 03:30:00 a.m.,-3.434,,,,,
653,01/23/25 04:00:00 a.m.,-3.316,,,,,
654,01/23/25 04:30:00 a.m.,-2.261,,,,,
655,01/23/25 05:00:00 a.m.,-1.914,,,,,
656,01/23/25 05:30:00 a.m.,-2.261,,,,,
657,01/23/25 06:00:00 a.m.,-1.684,,,,,
658,01/23/25 06:30:00 a.m.,-1.570,,,,,
659,01/23/25 07:00:00 a.m.,-1.001,,,,,
660,01/23/25 07:30:00 a.m.,0.232,,,,,
661,01/23/25 08:00:00 a.m.,4.415,,,,,
662,01/23/25 08:30:00 a.m.,7.481,,,,,
663,01/23/25 09:00:00 a.m.,13.365,,,,,
664,01/23/25 09:30:00 a.m.,19.758,,,,,
665,01/23/25 10:00:00 a.m.,21.473,,,,,
666,01/23/25 10:30:00 a.m.,24.062,,,,,
667,01/23/25 11:00:00 a.m.,24.931,,,,,
668,01/23/25 11:30:00 a.m.,24.641,,,,,
669,01/23/25 12:00:00 p.m.,25.319,,,,,
670,01/23/25 12:30:00 p.m.,26.292,,,,,
671,01/23/25 01:00:00 p.m.,25.028,,,,,
672,01/23/25 01:30:00 p.m.,24.351,,,,,
673,01/23/25 02:00:00 p.m.,24.545,,,,,
674,01/23/25 02:30:00 p.m.,24.158,,,,,
675,01/23/25 03:00:00 p.m.,23.773,,,,,
676,01/23/25 03:30:00 p.m.,22.525,,,,,
677,01/23/25 04:00:00 p.m.,17.855,,,,,
678,01/23/25 04:30:00 p.m.,15.187,,,,,
679,01/23/25 05:00:00 p.m.,8.680,,,,,
680,01/23/25 05:30:00 p.m.,5.757,,,,,
681,01/23/25 06:00:00 p.m.,4.415,,,,,
682,01/23/25 06:30:00 p.m.,3.155,,,,,
683,01/23/25 07:00:00 p.m.,1.656,,,,,
684,01/23/25 07:30:00 p.m.,1.112,,,,,
685,01/23/25 08:00:00 p.m.,1.439,,,,,
686,01/23/25 08:30:00 p.m.,2.303,,,,,
687,01/23/25 09:00:00 p.m.,3.893,,,,,
688,01/23/25 09:30:00 p.m.,4.934,,,,,
689,01/23/25 10:00:00 p.m.,5.347,,,,,
690,01/23/25 10:30:00 p.m.,5.655,,,,,
691,01/23/25 11:00:00 p.m.,5.347,,,,,
692,01/23/25 11:30:00 p.m.,4.831,,,,,
693,01/24/25 12:00:00 a.m.,4.831,,,,,
694,01/24/25 12:30:00 a.m.,4.831,,,,,
695,01/24/25 01:00:00 a.m.,4.311,,,,,
696,01/24/25 01:30:00 a.m.,4.102,,,,,
697,01/24/25 02:00:00 a.m.,4.102,,,,,
698,01/24/25 02:30:00 a.m.,4.102,,,,,
699,01/24/25 03:00:00 a.m.,5.244,,,,,
700,01/24/25 03:30:00 a.m.,5.552,,,,,
701,01/24/25 04:00:00 a.m.,4.831,,,,,
702,01/24/25 04:30:00 a.m.,5.244,,,,,
703,01/24/25 05:00:00 a.m.,5.757,,,,,
704,01/24/25 05:30:00 a.m.,5.757,,,,,
705,01/24/25 06:00:00 a.m.,5.757,,,,,
706,01/24/25 06:30:00 a.m.,5.552,,,,,
707,01/24/25 07:00:00 a.m.,5.655,,,,,
708,01/24/25 07:30:00 a.m.,6.471,,,,,
709,01/24/25 08:00:00 a.m.,8.082,,,,,
710,01/24/25 08:30:00 a.m.,9.472,,,,,
711,01/24/25 09:00:00 a.m.,10.161,,,,,
712,01/24/25 09:30:00 a.m.,10.161,,,,,
713,01/24/25 10:00:00 a.m.,12.594,,,,,
714,01/24/25 10:30:00 a.m.,10.455,,,,,
715,01/24/25 11:00:00 a.m.,10.846,,,,,
716,01/24/25 11:30:00 a.m.,16.046,,,,,
717,01/24/25 12:00:00 p.m.,20.043,,,,,
718,01/24/25 12:30:00 p.m.,22.142,,,,,
719,01/24/25 01:00:00 p.m.,23.677,,,,,
720,01/24/25 01:30:00 p.m.,19.567,,,,,
721,01/24/25 02:00:00 p.m.,19.853,,,,,
722,01/24/25 02:30:00 p.m.,18.521,,,,,
723,01/24/25 03:00:00 p.m.,18.521,,,,,
724,01/24/25 03:30:00 p.m.,16.523,,,,,
725,01/24/25 04:00:00 p.m.,16.332,,,,,
726,01/24/25 04:30:00 p.m.,15.378,,,,,
727,01/24/25 05:00:00 p.m.,9.866,,,,,
728,01/24/25 05:30:00 p.m.,7.481,,,,,
729,01/24/25 06:00:00 p.m.,5.757,,,,,
730,01/24/25 06:30:00 p.m.,4.415,,,,,
731,01/24/25 07:00:00 p.m.,4.415,,,,,
732,01/24/25 07:30:00 p.m.,4.934,,,,,
733,01/24/25 08:00:00 p.m.,5.450,,,,,
734,01/24/25 08:30:00 p.m.,6.370,,,,,
735,01/24/25 09:00:00 p.m.,5.962,,,,,
736,01/24/25 09:30:00 p.m.,5.860,,,,,
737,01/24/25 10:00:00 p.m.,5.552,,,,,
738,01/24/25 10:30:00 p.m.,5.552,,,,,
739,01/24/25 11:00:00 p.m.,6.166,,,,,
740,01/24/25 11:30:00 p.m.,5.962,,,,,
741,01/25/25 12:00:00 a.m.,5.552,,,,,
742,01/25/25 12:30:00 a.m.,5.450,,,,,
743,01/25/25 01:00:00 a.m.,5.244,,,,,
744,01/25/25 01:30:00 a.m.,5.141,,,,,
745,01/25/25 02:00:00 a.m.,5.037,,,,,
746,01/25/25 02:11:37 a.m.,,195.00,,,,
747,01/25/25 02:30:00 a.m.,5.037,,,,,
748,01/25/25 02:33:23 a.m.,,196.00,,,,
749,01/25/25 02:42:13 a.m.,,197.00,,,,
750,01/25/25 02:46:12 a.m.,,198.00,,,,
751,01/25/25 02:48:57 a.m.,,199.00,,,,
752,01/25/25 02:52:40 a.m.,,200.00,,,,
753,01/25/25 02:55:00 a.m.,,201.00,,,,
754,01/25/25 02:58:12 a.m.,,202.00,,,,
755,01/25/25 02:59:31 a.m.,,203.00,,,,
756,01/25/25 03:00:00 a.m.,4.934,,,,,
757,01/25/25 03:01:07 a.m.,,204.00,,,,
758,01/25/25 03:02:24 a.m.,,205.00,,,,
759,01/25/25 03:04:12 a.m.,,206.00,,,,
760,01/25/25 03:05:31 a.m.,,207.00,,,,
761,01/25/25 03:07:26 a.m.,,208.00,,,,
762,01/25/25 03:09:05 a.m.,,209.00,,,,
763,01/25/25 03:11:29 a.m.,,210.00,,,,
764,01/25/25 03:13:03 a.m.,,211.00,,,,
765,01/25/25 03:16:01 a.m.,,212.00,,,,
766,01/25/25 03:17:31 a.m.,,213.00,,,,
767,01/25/25 03:19:17 a.m.,,214.00,,,,
768,01/25/25 03:21:14 a.m.,,215.00,,,,
769,01/25/25 03:23:30 a.m.,,216.00,,,,
770,01/25/25 03:25:08 a.m.,,217.00,,,,
771,01/25/25 03:27:12 a.m.,,218.00,,,,
772,01/25/25 03:28:35 a.m.,,219.00,,,,
773,01/25/25 03:30:00 a.m.,3.893,,,,,
774,01/25/25 03:30:32 a.m.,,220.00,,,,
775,01/25/25 03:32:20 a.m.,,221.00,,,,
776,01/25/25 03:35:55 a.m.,,222.00,,,,
777,01/25/25 03:40:24 a.m.,,223.00,,,,
778,01/25/25 03:44:46 a.m.,,224.00,,,,
779,01/25/25 03:47:30 a.m.,,225.00,,,,
780,01/25/25 03:51:07 a.m.,,226.00,,,,
781,01/25/25 03:54:18 a.m.,,227.00,,,,
782,01/25/25 04:00:00 a.m.,3.367,,,,,
783,01/25/25 04:00:44 a.m.,,228.00,,,,
784,01/25/25 04:05:53 a.m.,,229.00,,,,
785,01/25/25 04:10:27 a.m.,,230.00,,,,
786,01/25/25 04:13:51 a.m.,,231.00,,,,
787,01/25/25 04:18:24 a.m.,,232.00,,,,
788,01/25/25 04:30:00 a.m.,3.367,,,,,
789,01/25/25 04:53:09 a.m.,,233.00,,,,
790,01/25/25 05:00:00 a.m.,3.578,,,,,
791,01/25/25 05:18:20 a.m.,,234.00,,,,
792,01/25/25 05:30:00 a.m.,3.893,,,,,
793,01/25/25 05:38:15 a.m.,,235.00,,,,
794,01/25/25 05:43:41 a.m.,,236.00,,,,
795,01/25/25 05:53:58 a.m.,,237.00,,,,
796,01/25/25 06:00:00 a.m.,4.102,,,,,
797,01/25/25 06:06:00 a.m.,,238.00,,,,
798,01/25/25 06:22:59 a.m.,,239.00,,,,
799,01/25/25 06:30:00 a.m.,4.102,,,,,
800,01/25/25 06:33:48 a.m.,,240.00,,,,
801,01/25/25 06:53:13 a.m.,,241.00,,,,
802,01/25/25 07:00:00 a.m.,4.415,,,,,
803,01/25/25 07:22:10 a.m.,,242.00,,,,
804,01/25/25 07:30:00 a.m.,4.934,,,,,
805,01/25/25 07:32:07 a.m.,,243.00,,,,
806,01/25/25 07:47:56 a.m.,,244.00,,,,
807,01/25/25 08:00:00 a.m.,5.655,,,,,
808,01/25/25 08:00:40 a.m.,,245.00,,,,
809,01/25/25 08:25:42 a.m.,,246.00,,,,
810,01/25/25 08:30:00 a.m.,5.860,,,,,
811,01/25/25 08:35:19 a.m.,,247.00,,,,
812,01/25/25 08:41:01 a.m.,,248.00,,,,
813,01/25/25 08:46:48 a.m.,,249.00,,,,
814,01/25/25 08:54:43 a.m.,,250.00,,,,
815,01/25/25 08:59:00 a.m.,,251.00,,,,
816,01/25/25 09:00:00 a.m.,6.674,,,,,
817,01/25/25 09:05:29 a.m.,,252.00,,,,
818,01/25/25 09:11:07 a.m.,,253.00,,,,
819,01/25/25 09:18:12 a.m.,,254.00,,,,
820,01/25/25 09:23:21 a.m.,,255.00,,,,
821,01/25/25 09:29:26 a.m.,,256.00,,,,
822,01/25/25 09:30:00 a.m.,7.179,,,,,
823,01/25/25 09:56:36 a.m.,,257.00,,,,
824,01/25/25 10:00:00 a.m.,6.978,,,,,
825,01/25/25 10:04:56 a.m.,,258.00,,,,
826,01/25/25 10:12:51 a.m.,,259.00,,,,
827,01/25/25 10:19:17 a.m.,,260.00,,,,
828,01/25/25 10:22:01 a.m.,,261.00,,,,
829,01/25/25 10:28:14 a.m.,,262.00,,,,
830,01/25/25 10:30:00 a.m.,8.182,,,,,
831,01/25/25 10:51:43 a.m.,,263.00,,,,
832,01/25/25 10:59:27 a.m.,,264.00,,,,
833,01/25/25 11:00:00 a.m.,8.382,,,,,
834,01/25/25 11:13:53 a.m.,,265.00,,,,
835,01/25/25 11:26:48 a.m.,,266.00,,,,
836,01/25/25 11:30:00 a.m.,9.472,,,,,
837,01/25/25 11:30:24 a.m.,,267.00,,,,
838,01/25/25 11:35:38 a.m.,,268.00,,,,
839,01/25/25 11:40:27 a.m.,,269.00,,,,
840,01/25/25 11:58:03 a.m.,,270.00,,,,
841,01/25/25 12:00:00 p.m.,8.879,,,,,
842,01/25/25 12:16:27 p.m.,,271.00,,,,
843,01/25/25 12:21:15 p.m.,,272.00,,,,
844,01/25/25 12:24:09 p.m.,,273.00,,,,
845,01/25/25 12:29:17 p.m.,,274.00,,,,
846,01/25/25 12:30:00 p.m.,8.581,,,,,
847,01/25/25 12:32:54 p.m.,,275.00,,,,
848,01/25/25 12:37:22 p.m.,,276.00,,,,
849,01/25/25 12:39:59 p.m.,,277.00,,,,
850,01/25/25 12:42:50 p.m.,,278.00,,,,
851,01/25/25 12:47:35 p.m.,,279.00,,,,
852,01/25/25 12:55:02 p.m.,,280.00,,,,
853,01/25/25 01:00:00 p.m.,8.978,,,,,
854,01/25/25 01:02:10 p.m.,,281.00,,,,
855,01/25/25 01:07:09 p.m.,,282.00,,,,
856,01/25/25 01:10:05 p.m.,,283.00,,,,
857,01/25/25 01:21:53 p.m.,,284.00,,,,
858,01/25/25 01:28:15 p.m.,,285.00,,,,
859,01/25/25 01:30:00 p.m.,10.455,,,,,
860,01/25/25 01:32:26 p.m.,,286.00,,,,
861,01/25/25 01:39:57 p.m.,,287.00,,,,
862,01/25/25 01:48:00 p.m.,,288.00,,,,
863,01/25/25 01:53:38 p.m.,,289.00,,,,
864,01/25/25 01:59:13 p.m.,,290.00,,,,
865,01/25/25 02:00:00 p.m.,9.571,,,,,
866,01/25/25 02:06:17 p.m.,,291.00,,,,
867,01/25/25 02:12:49 p.m.,,292.00,,,,
868,01/25/25 02:18:46 p.m.,,293.00,,,,
869,01/25/25 02:30:00 p.m.,10.357,,,,,
870,01/25/25 02:46:02 p.m.,,294.00,,,,
871,01/25/25 02:51:07 p.m.,,295.00,,,,
872,01/25/25 02:54:10 p.m.,,296.00,,,,
873,01/25/25 02:55:09 p.m.,,297.00,,,,
874,01/25/25 03:00:00 p.m.,11.431,,,,,
875,01/25/25 03:13:44 p.m.,,298.00,,,,
876,01/25/25 03:19:54 p.m.,,299.00,,,,
877,01/25/25 03:30:00 p.m.,11.625,,,,,
878,01/25/25 03:38:01 p.m.,,300.00,,,,
879,01/25/25 04:00:00 p.m.,11.236,,,,,
880,01/25/25 04:30:00 p.m.,10.944,,,,,
881,01/25/25 05:00:00 p.m.,8.182,,,,,
882,01/25/25 05:30:00 p.m.,7.582,,,,,
883,01/25/25 06:00:00 p.m.,6.573,,,,,
884,01/25/25 06:30:00 p.m.,5.860,,,,,
885,01/25/25 07:00:00 p.m.,4.934,,,,,
886,01/25/25 07:30:00 p.m.,4.519,,,,,
887,01/25/25 07:50:46 p.m.,,301.00,,,,
888,01/25/25 08:00:00 p.m.,3.893,,,,,
889,01/25/25 08:30:00 p.m.,4.415,,,,,
890,01/25/25 09:00:00 p.m.,3.998,,,,,
891,01/25/25 09:30:00 p.m.,4.207,,,,,
892,01/25/25 10:00:00 p.m.,4.415,,,,,
893,01/25/25 10:30:00 p.m.,4.727,,,,,
894,01/25/25 11:00:00 p.m.,4.831,,,,,
895,01/25/25 11:30:00 p.m.,4.727,,,,,
896,01/26/25 12:00:00 a.m.,4.311,,,,,
897,01/26/25 12:18:42 a.m.,,302.00,,,,
898,01/26/25 12:30:00 a.m.,4.415,,,,,
899,01/26/25 01:00:00 a.m.,4.207,,,,,
900,01/26/25 01:30:00 a.m.,3.578,,,,,
901,01/26/25 02:00:00 a.m.,4.102,,,,,
902,01/26/25 02:30:00 a.m.,4.207,,,,,
903,01/26/25 03:00:00 a.m.,4.519,,,,,
904,01/26/25 03:30:00 a.m.,4.623,,,,,
905,01/26/25 03:52:11 a.m.,,303.00,,,,
906,01/26/25 04:00:00 a.m.,4.519,,,,,
907,01/26/25 04:30:00 a.m.,4.831,,,,,
908,01/26/25 04:30:03 a.m.,,304.00,,,,
909,01/26/25 05:00:00 a.m.,4.831,,,,,
910,01/26/25 05:30:00 a.m.,4.727,,,,,
911,01/26/25 06:00:00 a.m.,4.727,,,,,
912,01/26/25 06:30:00 a.m.,4.623,,,,,
913,01/26/25 07:00:00 a.m.,4.831,,,,,
914,01/26/25 07:30:00 a.m.,5.244,,,,,
915,01/26/25 08:00:00 a.m.,5.962,,,,,
916,01/26/25 08:08:55 a.m.,,305.00,,,,
917,01/26/25 08:16:51 a.m.,,306.00,,,,
918,01/26/25 08:19:49 a.m.,,307.00,,,,
919,01/26/25 08:23:22 a.m.,,308.00,,,,
920,01/26/25 08:28:36 a.m.,,309.00,,,,
921,01/26/25 08:30:00 a.m.,6.775,,,,,
922,01/26/25 08:33:31 a.m.,,310.00,,,,
923,01/26/25 08:46:14 a.m.,,311.00,,,,
924,01/26/25 08:52:37 a.m.,,312.00,,,,
925,01/26/25 08:54:53 a.m.,,313.00,,,,
926,01/26/25 09:00:00 a.m.,6.978,,,,,
927,01/26/25 09:02:14 a.m.,,314.00,,,,
928,01/26/25 09:30:00 a.m.,8.282,,,,,
929,01/26/25 10:00:00 a.m.,9.077,,,,,
930,01/26/25 10:26:52 a.m.,,315.00,,,,
931,01/26/25 10:30:00 a.m.,9.965,,,,,
932,01/26/25 11:00:00 a.m.,12.497,,,,,
933,01/26/25 11:30:00 a.m.,12.883,,,,,
934,01/26/25 12:00:00 p.m.,12.690,,,,,
935,01/26/25 12:30:00 p.m.,14.996,,,,,
936,01/26/25 12:44:07 p.m.,,316.00,,,,
937,01/26/25 12:48:33 p.m.,,317.00,,,,
938,01/26/25 12:51:06 p.m.,,318.00,,,,
939,01/26/25 12:55:39 p.m.,,319.00,,,,
940,01/26/25 01:00:00 p.m.,13.076,,,,,
941,01/26/25 01:00:41 p.m.,,320.00,,,,
942,01/26/25 01:07:56 p.m.,,321.00,,,,
943,01/26/25 01:16:53 p.m.,,322.00,,,,
944,01/26/25 01:30:00 p.m.,13.365,,,,,
945,01/26/25 01:36:17 p.m.,,323.00,,,,
946,01/26/25 01:37:50 p.m.,,324.00,,,,
947,01/26/25 01:40:41 p.m.,,325.00,,,,
948,01/26/25 01:56:39 p.m.,,326.00,,,,
949,01/26/25 02:00:00 p.m.,13.173,,,,,
950,01/26/25 02:12:56 p.m.,,327.00,,,,
951,01/26/25 02:30:00 p.m.,14.709,,,,,
952,01/26/25 03:00:00 p.m.,14.996,,,,,
953,01/26/25 03:30:00 p.m.,14.804,,,,,
954,01/26/25 04:00:00 p.m.,14.996,,,,,
955,01/26/25 04:30:00 p.m.,11.819,,,,,
956,01/26/25 05:00:00 p.m.,9.373,,,,,
957,01/26/25 05:30:00 p.m.,9.373,,,,,
958,01/26/25 06:00:00 p.m.,7.280,,,,,
959,01/26/25 06:30:00 p.m.,5.244,,,,,
960,01/26/25 07:00:00 p.m.,3.683,,,,,
961,01/26/25 07:30:00 p.m.,2.837,,,,,
962,01/26/25 08:00:00 p.m.,2.837,,,,,
963,01/26/25 08:30:00 p.m.,1.872,,,,,
964,01/26/25 09:00:00 p.m.,2.730,,,,,
965,01/26/25 09:30:00 p.m.,3.472,,,,,
966,01/26/25 10:00:00 p.m.,3.472,,,,,
967,01/26/25 10:30:00 p.m.,4.623,,,,,
968,01/26/25 11:00:00 p.m.,4.727,,,,,
969,01/26/25 11:30:00 p.m.,4.727,,,,,
970,01/27/25 12:00:00 a.m.,5.037,,,,,
971,01/27/25 12:30:00 a.m.,4.623,,,,,
972,01/27/25 01:00:00 a.m.,4.831,,,,,
973,01/27/25 01:26:44 a.m.,,328.00,,,,
